,title,movieid,year,am_id,am_href,am_title,am_genres
0,9,tt0472033,2009,"{""id"":""mw0000564522"",""thumbnail"":true}",https://www.allmusic.com/album/9-mw0000564522,9,"Folk, Pop/Rock"
1,9,tt0472033,2009,"{""id"":""mw0000199944"",""thumbnail"":true}",https://www.allmusic.com/album/9-mw0000199944,9,Pop/Rock
2,9,tt0472033,2009,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
3,21,tt0478087,2008,"{""id"":""mw0002080092"",""thumbnail"":true}",https://www.allmusic.com/album/21-mw0002080092,21,Pop/Rock
4,21,tt0478087,2008,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
5,21,tt0478087,2008,"{""id"":""mw0000651100"",""thumbnail"":true}",https://www.allmusic.com/album/21-at-33-mw0000651100,21 at 33,Pop/Rock
6,42,tt0453562,2013,"{""id"":""mw0000194635"",""thumbnail"":true}",https://www.allmusic.com/album/level-42-mw0000194635,Level 42,"Pop/Rock, R&B"
7,42,tt0453562,2013,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
8,42,tt0453562,2013,"{""id"":""mw0000045031"",""thumbnail"":true}",https://www.allmusic.com/album/radiation-2013-mw0000045031,Radiation 2013,Pop/Rock
9,54,tt0120577,1998,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
10,54,tt0120577,1998,"{""id"":""mw0000524014"",""thumbnail"":true}",https://www.allmusic.com/album/hullabaloo-soundtrack-mw0000524014,Hullabaloo Soundtrack,Pop/Rock
11,54,tt0120577,1998,"{""id"":""mw0000180171"",""thumbnail"":true}",https://www.allmusic.com/album/the-original-soundtrack-mw0000180171,The Original Soundtrack,Pop/Rock
12,300,tt0416449,2007,"{""id"":""mw0000750377"",""thumbnail"":true}",https://www.allmusic.com/album/alive-2007-mw0000750377,Alive 2007,Electronic
13,300,tt0416449,2007,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
14,300,tt0416449,2007,"{""id"":""mw0000578071"",""thumbnail"":true}",https://www.allmusic.com/album/quartet-2007-mw0000578071,Quartet [2007],Jazz
15,1408,tt0450385,2007,"{""id"":""mw0000750377"",""thumbnail"":true}",https://www.allmusic.com/album/alive-2007-mw0000750377,Alive 2007,Electronic
16,1408,tt0450385,2007,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
17,1408,tt0450385,2007,"{""id"":""mw0000578071"",""thumbnail"":true}",https://www.allmusic.com/album/quartet-2007-mw0000578071,Quartet [2007],Jazz
18,1917,tt8579674,2020,"{""id"":""mw0000118177"",""thumbnail"":true}",https://www.allmusic.com/album/20-20-mw0000118177,20/20,Pop/Rock
19,1917,tt8579674,2020,"{""id"":""mw0002491699"",""thumbnail"":true}",https://www.allmusic.com/album/20-20-experience-mw0002491699,20/20 Experience,Pop/Rock
20,1917,tt8579674,2020,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
21,2012,tt1190080,2009,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
22,2012,tt1190080,2009,"{""id"":""mw0003171365"",""thumbnail"":true}",https://www.allmusic.com/album/2012-2017-mw0003171365,2012 - 2017,"Electronic, Pop/Rock"
23,2012,tt1190080,2009,"{""id"":""mw0002429738"",""thumbnail"":true}",https://www.allmusic.com/album/live-2012-mw0002429738,Live 2012,Pop/Rock
24,(500) Days of Summer,tt1022603,2009,"{""id"":""mw0000821836"",""thumbnail"":true}",https://www.allmusic.com/album/500-days-of-summer-mw0000821836,(500) Days of Summer,"Stage & Screen, Pop/Rock"
25,(500) Days of Summer,tt1022603,2009,"{""id"":""mw0002484303"",""thumbnail"":true}",https://www.allmusic.com/album/500-days-of-summer-mw0002484303,(500) Days Of Summer,Stage & Screen
26,(500) Days of Summer,tt1022603,2009,"{""id"":""mw0003296490"",""thumbnail"":true}",https://www.allmusic.com/album/days-of-the-bagnold-summer-mw0003296490,Days of the Bagnold Summer,Pop/Rock
27,10 Things I Hate About You,tt0147800,1999,"{""id"":""mw0000237728"",""thumbnail"":true}",https://www.allmusic.com/album/10-things-i-hate-about-you-original-soundtrack-mw0000237728,10 Things I Hate About You [Original Soundtrack],"Stage & Screen, Pop/Rock"
28,10 Things I Hate About You,tt0147800,1999,"{""id"":""mw0000024388"",""thumbnail"":true}",https://www.allmusic.com/album/and-i-thought-about-you-mw0000024388,And I Thought About You,"Jazz, Vocal"
29,10 Things I Hate About You,tt0147800,1999,"{""id"":""mw0002492083"",""thumbnail"":true}",https://www.allmusic.com/album/i-thought-about-you-a-tribute-to-chet-baker-mw0002492083,I Thought About You: A Tribute to Chet Baker,Jazz
30,"10,000 BC",tt0443649,2008,"{""id"":""mw0000389803"",""thumbnail"":true}",https://www.allmusic.com/album/10000-days-mw0000389803,"10,000 Days",Pop/Rock
31,"10,000 BC",tt0443649,2008,"{""id"":""mw0000004288"",""thumbnail"":true}",https://www.allmusic.com/album/10000-hz-legend-mw0000004288,"10,000 Hz Legend","Electronic, Pop/Rock"
32,"10,000 BC",tt0443649,2008,"{""id"":""mw0000633950"",""thumbnail"":true}",https://www.allmusic.com/album/x-y-mw0000633950,X&Y,Pop/Rock
33,101 Dalmatians,tt0115433,1996,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
34,101 Dalmatians,tt0115433,1996,"{""id"":""mw0000198463"",""thumbnail"":true}",https://www.allmusic.com/album/101-mw0000198463,101,Pop/Rock
35,101 Dalmatians,tt0115433,1996,"{""id"":""mw0000524014"",""thumbnail"":true}",https://www.allmusic.com/album/hullabaloo-soundtrack-mw0000524014,Hullabaloo Soundtrack,Pop/Rock
36,102 Dalmatians,tt0211181,2000,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
37,102 Dalmatians,tt0211181,2000,"{""id"":""mw0001965667"",""thumbnail"":true}",https://www.allmusic.com/album/rancid-2000-mw0001965667,Rancid [2000],Pop/Rock
38,102 Dalmatians,tt0211181,2000,"{""id"":""mw0000524014"",""thumbnail"":true}",https://www.allmusic.com/album/hullabaloo-soundtrack-mw0000524014,Hullabaloo Soundtrack,Pop/Rock
39,12 Rounds,tt1160368,2009,"{""id"":""mw0000650698"",""thumbnail"":true}",https://www.allmusic.com/album/12-x-5-mw0000650698,12 X 5,Pop/Rock
40,12 Rounds,tt1160368,2009,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
41,12 Rounds,tt1160368,2009,"{""id"":""mw0000028336"",""thumbnail"":true}",https://www.allmusic.com/album/rounds-mw0000028336,Rounds,"Electronic, Pop/Rock"
42,12 Strong,tt1413492,2018,"{""id"":""mw0000650698"",""thumbnail"":true}",https://www.allmusic.com/album/12-x-5-mw0000650698,12 X 5,Pop/Rock
43,12 Strong,tt1413492,2018,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
44,12 Strong,tt1413492,2018,"{""id"":""mw0000193428"",""thumbnail"":true}",https://www.allmusic.com/album/strong-persuader-mw0000193428,Strong Persuader,Blues
45,12 Years a Slave,tt2024544,2013,"{""id"":""mw0002588117"",""thumbnail"":true}",https://www.allmusic.com/album/12-years-a-slave-original-motion-picture-soundtrack-mw0002588117,12 Years a Slave [Original Motion Picture Soundtrack],"Blues, R&B, Stage & Screen, Pop/Rock"
46,12 Years a Slave,tt2024544,2013,"{""id"":""mw0000247901"",""thumbnail"":true}",https://www.allmusic.com/album/sony-music-100-years-soundtrack-for-a-century-mw0000247901,Sony Music 100 Years: Soundtrack for a Century,"Pop/Rock, Blues, Country, International, Jazz, R&B, Stage & Screen"
47,12 Years a Slave,tt2024544,2013,"{""id"":""mw0001811999"",""thumbnail"":true}",https://www.allmusic.com/album/sony-music-100-years-soundtrack-for-a-century-mw0001811999,Sony Music 100 Years: Soundtrack for a Century,Sony Music 100 Years: Soundtrack for a Century
48,127 Hours,tt1542344,2011,"{""id"":""mw0000042482"",""thumbnail"":true}",https://www.allmusic.com/album/hours-mw0000042482,Hours,Pop/Rock
49,127 Hours,tt1542344,2011,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
50,127 Hours,tt1542344,2011,"{""id"":""mw0000650776"",""thumbnail"":true}",https://www.allmusic.com/album/in-the-wee-small-hours-mw0000650776,In the Wee Small Hours,"Vocal, Jazz"
51,13 Going on 30,tt0337563,2004,"{""id"":""mw0000651085"",""thumbnail"":true}",https://www.allmusic.com/album/whats-going-on-mw0000651085,What's Going On,R&B
52,13 Going on 30,tt0337563,2004,"{""id"":""mw0003144385"",""thumbnail"":true}",https://www.allmusic.com/album/theres-a-riot-going-on-mw0003144385,There's a Riot Going On,Pop/Rock
53,13 Going on 30,tt0337563,2004,"{""id"":""mw0000197579"",""thumbnail"":true}",https://www.allmusic.com/album/theres-a-riot-goin-on-mw0000197579,There's a Riot Goin' On,R&B
54,1492: Conquest of Paradise,tt0103594,1992,"{""id"":""mw0000085181"",""thumbnail"":true}",https://www.allmusic.com/album/1492-conquest-of-paradise-music-from-the-original-soundtrack-mw0000085181,1492: Conquest of Paradise [Music from the Original Soundtrack],"Electronic, Stage & Screen, New Age"
55,1492: Conquest of Paradise,tt0103594,1992,"{""id"":""mw0000908698"",""thumbnail"":true}",https://www.allmusic.com/album/conquest-of-paradise-music-from-the-original-soundtrack-1492-mw0000908698,"Conquest of Paradise: Music from the Original Soundtrack ""1492""","Electronic, New Age"
56,1492: Conquest of Paradise,tt0103594,1992,"{""id"":""mw0003239854"",""thumbnail"":true}",https://www.allmusic.com/album/vangelis-conquest-of-paradise-from-1492-conquest-of-paradise-mw0003239854,Vangelis: Conquest of Paradise (from 1492: Conquest of Paradise),"New Age, Stage & Screen"
57,15 Minutes,tt0179626,2001,"{""id"":""mw0000577932"",""thumbnail"":true}",https://www.allmusic.com/album/minutes-to-midnight-mw0000577932,Minutes to Midnight,Pop/Rock
58,15 Minutes,tt0179626,2001,"{""id"":""mw0000231723"",""thumbnail"":true}",https://www.allmusic.com/album/15-minutes-mw0000231723,15 Minutes,Pop/Rock
59,15 Minutes,tt0179626,2001,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
60,16 Blocks,tt0450232,2006,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
61,16 Blocks,tt0450232,2006,"{""id"":""mw0000198498"",""thumbnail"":true}",https://www.allmusic.com/album/16-lovers-lane-mw0000198498,16 Lovers Lane,Pop/Rock
62,16 Blocks,tt0450232,2006,"{""id"":""mw0000649970"",""thumbnail"":true}",https://www.allmusic.com/album/chicago-16-mw0000649970,Chicago 16,Pop/Rock
63,17 Again,tt0974661,2009,"{""id"":""mw0000198017"",""thumbnail"":true}",https://www.allmusic.com/album/buffalo-springfield-again-mw0000198017,Buffalo Springfield Again,Pop/Rock
64,17 Again,tt0974661,2009,"{""id"":""mw0000193538"",""thumbnail"":true}",https://www.allmusic.com/album/construction-time-again-mw0000193538,Construction Time Again,Pop/Rock
65,17 Again,tt0974661,2009,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
66,2 Days in Paris,tt0841044,2007,"{""id"":""mw0000276051"",""thumbnail"":true}",https://www.allmusic.com/album/3-years-5-months-2-days-in-the-life-of-mw0000276051,"3 Years, 5 Months & 2 Days in the Life Of...",Rap
67,2 Days in Paris,tt0841044,2007,"{""id"":""mw0000269595"",""thumbnail"":true}",https://www.allmusic.com/album/the-stax-volt-revue-vol-2-live-in-paris-mw0000269595,"The Stax/Volt Revue, Vol. 2: Live in Paris",R&B
68,2 Days in Paris,tt0841044,2007,"{""id"":""mw0000748921"",""thumbnail"":true}",https://www.allmusic.com/album/2-days-in-paris-mw0000748921,2 Days in Paris,"Stage & Screen, Pop/Rock"
69,2 Days in the Valley,tt0115438,1996,"{""id"":""mw0000276051"",""thumbnail"":true}",https://www.allmusic.com/album/3-years-5-months-2-days-in-the-life-of-mw0000276051,"3 Years, 5 Months & 2 Days in the Life Of...",Rap
70,2 Days in the Valley,tt0115438,1996,"{""id"":""mw0000082615"",""thumbnail"":true}",https://www.allmusic.com/album/2-days-in-the-valley-mw0000082615,2 Days in the Valley,Stage & Screen
71,2 Days in the Valley,tt0115438,1996,"{""id"":""mw0003150502"",""thumbnail"":true}",https://www.allmusic.com/album/28-days-in-the-valley-mw0003150502,28 Days in the Valley,Pop/Rock
72,2 Fast 2 Furious,tt0322259,2003,"{""id"":""mw0000597890"",""thumbnail"":true}",https://www.allmusic.com/album/2-fast-2-furious-mw0000597890,2 Fast 2 Furious,"Stage & Screen, Rap, Pop/Rock"
73,2 Fast 2 Furious,tt0322259,2003,"{""id"":""mw0001968697"",""thumbnail"":true}",https://www.allmusic.com/album/iron-man-2-original-motion-picture-soundtrack-mw0001968697,Iron Man 2 [Original Motion Picture Soundtrack],"Pop/Rock, Stage & Screen"
74,2 Fast 2 Furious,tt0322259,2003,"{""id"":""mw0002569550"",""thumbnail"":true}",https://www.allmusic.com/album/the-20-20-experience-2-of-2-mw0002569550,The 20/20 Experience - 2 of 2,"Pop/Rock, R&B"
75,2 Guns,tt1272878,2013,"{""id"":""mw0000268824"",""thumbnail"":true}",https://www.allmusic.com/album/queen-ii-mw0000268824,Queen II,Pop/Rock
76,2 Guns,tt1272878,2013,"{""id"":""mw0000591195"",""thumbnail"":true}",https://www.allmusic.com/album/the-glow-pt-2-mw0000591195,"The Glow, Pt. 2",Pop/Rock
77,2 Guns,tt1272878,2013,"{""id"":""mw0000192159"",""thumbnail"":true}",https://www.allmusic.com/album/van-halen-ii-mw0000192159,Van Halen II,Pop/Rock
78,200 Cigarettes,tt0137338,1999,"{""id"":""mw0000191482"",""thumbnail"":true}",https://www.allmusic.com/album/1999-mw0000191482,1999,"R&B, Pop/Rock"
79,200 Cigarettes,tt0137338,1999,"{""id"":""mw0000028778"",""thumbnail"":true}",https://www.allmusic.com/album/200-motels-mw0000028778,200 Motels,Pop/Rock
80,200 Cigarettes,tt0137338,1999,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
81,21 & Over,tt1711425,2013,"{""id"":""mw0002080092"",""thumbnail"":true}",https://www.allmusic.com/album/21-mw0002080092,21,Pop/Rock
82,21 & Over,tt1711425,2013,"{""id"":""mw0000189679"",""thumbnail"":true}",https://www.allmusic.com/album/love-over-gold-mw0000189679,Love Over Gold,Pop/Rock
83,21 & Over,tt1711425,2013,"{""id"":""mw0000191730"",""thumbnail"":true}",https://www.allmusic.com/album/bridge-over-troubled-water-mw0000191730,Bridge Over Troubled Water,"Pop/Rock, Folk"
84,21 Bridges,tt8688634,2019,"{""id"":""mw0002080092"",""thumbnail"":true}",https://www.allmusic.com/album/21-mw0002080092,21,Pop/Rock
85,21 Bridges,tt8688634,2019,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
86,21 Bridges,tt8688634,2019,"{""id"":""mw0000026729"",""thumbnail"":true}",https://www.allmusic.com/album/bridges-to-babylon-mw0000026729,Bridges to Babylon,Pop/Rock
87,21 Grams,tt0315733,2004,"{""id"":""mw0002080092"",""thumbnail"":true}",https://www.allmusic.com/album/21-mw0002080092,21,Pop/Rock
88,21 Grams,tt0315733,2004,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
89,21 Grams,tt0315733,2004,"{""id"":""mw0000651100"",""thumbnail"":true}",https://www.allmusic.com/album/21-at-33-mw0000651100,21 at 33,Pop/Rock
90,21 Jump Street,tt1232829,2012,"{""id"":""mw0000853273"",""thumbnail"":true}",https://www.allmusic.com/album/jump-street-mw0000853273,Jump Street,R&B
91,21 Jump Street,tt1232829,2012,"{""id"":""mw0001445618"",""thumbnail"":true}",https://www.allmusic.com/album/21-jump-street-vol-2-mw0001445618,"21 Jump Street, Vol. 2",Electronic
92,21 Jump Street,tt1232829,2012,"{""id"":""mw0002930783"",""thumbnail"":true}",https://www.allmusic.com/album/sing-street-original-motion-picture-soundtrack-mw0002930783,Sing Street [Original Motion Picture Soundtrack],Stage & Screen
93,22 Jump Street,tt2294449,2014,"{""id"":""mw0002685698"",""thumbnail"":true}",https://www.allmusic.com/album/22-jump-street-mw0002685698,22 Jump Street,Stage & Screen
94,22 Jump Street,tt2294449,2014,"{""id"":""mw0000853273"",""thumbnail"":true}",https://www.allmusic.com/album/jump-street-mw0000853273,Jump Street,R&B
95,22 Jump Street,tt2294449,2014,"{""id"":""mw0002930783"",""thumbnail"":true}",https://www.allmusic.com/album/sing-street-original-motion-picture-soundtrack-mw0002930783,Sing Street [Original Motion Picture Soundtrack],Stage & Screen
96,24 Hour Party People,tt0274309,2002,"{""id"":""mw0000661518"",""thumbnail"":true}",https://www.allmusic.com/album/24-hour-party-people-mw0000661518,24 Hour Party People,"Stage & Screen, Pop/Rock"
97,24 Hour Party People,tt0274309,2002,"{""id"":""mw0000742118"",""thumbnail"":true}",https://www.allmusic.com/album/squirrel-g-man-twenty-four-hour-party-people-plastic-face-carnt-smile-mw0000742118,Squirrel & G-Man Twenty Four Hour Party People Plastic Face Carnt Smile,Pop/Rock
98,24 Hour Party People,tt0274309,2002,"{""id"":""mw0001543676"",""thumbnail"":true}",https://www.allmusic.com/album/24-hour-party-people-va-dvd-mw0001543676,24 Hour Party People [VA/DVD],Pop/Rock
99,25th Hour,tt0307901,2003,"{""id"":""mw0002861069"",""thumbnail"":true}",https://www.allmusic.com/album/the-25th-hour-mw0002861069,The 25th Hour,Pop/Rock
100,25th Hour,tt0307901,2003,"{""id"":""mw0000663835"",""thumbnail"":true}",https://www.allmusic.com/album/25th-hour-original-score-mw0000663835,25th Hour [Original Score],"Stage & Screen, Classical"
101,25th Hour,tt0307901,2003,"{""id"":""mw0000493268"",""thumbnail"":true}",https://www.allmusic.com/album/the-25th-hour-mw0000493268,The 25th Hour,Pop/Rock
102,27 Dresses,tt0988595,2008,"{""id"":""mw0000052463"",""thumbnail"":true}",https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
103,27 Dresses,tt0988595,2008,"{""id"":""mw0000524014"",""thumbnail"":true}",https://www.allmusic.com/album/hullabaloo-soundtrack-mw0000524014,Hullabaloo Soundtrack,Pop/Rock
104,27 Dresses,tt0988595,2008,"{""id"":""mw0000180171"",""thumbnail"":true}",https://www.allmusic.com/album/the-original-soundtrack-mw0000180171,The Original Soundtrack,Pop/Rock
105,28 Days,tt0191754,2000,"{""id"":""mw0000205005"",""thumbnail"":true}",https://www.allmusic.com/album/demon-days-mw0000205005,Demon Days,"Pop/Rock, Rap"
106,28 Days,tt0191754,2000,"{""id"":""mw0000189718"",""thumbnail"":true}",https://www.allmusic.com/album/strange-days-mw0000189718,Strange Days,Pop/Rock
107,28 Days,tt0191754,2000,"{""id"":""mw0000389803"",""thumbnail"":true}",https://www.allmusic.com/album/10000-days-mw0000389803,"10,000 Days",Pop/Rock
108,28 Days Later...,tt0289043,2003,"{""id"":""mw0000033709"",""thumbnail"":true}",https://www.allmusic.com/album/28-days-later-enhanced-score-ost-mw0000033709,28 Days Later (Enhanced) (Score)/O.S.T.,Stage & Screen
109,28 Days Later...,tt0289043,2003,"{""id"":""mw0003150502"",""thumbnail"":true}",https://www.allmusic.com/album/28-days-in-the-valley-mw0003150502,28 Days in the Valley,Pop/Rock
110,28 Days Later...,tt0289043,2003,"{""id"":""mw0000177150"",""thumbnail"":true}",https://www.allmusic.com/album/strange-days-original-soundtrack-mw0000177150,Strange Days [Original Soundtrack],"Pop/Rock, Stage & Screen"
111,28 Weeks Later,tt0463854,2007,"{""id"":""mw0000033709"",""thumbnail"":true}",https://www.allmusic.com/album/28-days-later-enhanced-score-ost-mw0000033709,28 Days Later (Enhanced) (Score)/O.S.T.,Stage & Screen
112,28 Weeks Later,tt0463854,2007,"{""id"":""mw0000194936"",""thumbnail"":true}",https://www.allmusic.com/album/hairspray-2007-original-soundtrack-mw0000194936,Hairspray [2007 Original Soundtrack],"Stage & Screen, R&B, Classical"
113,28 Weeks Later,tt0463854,2007,"{""id"":""mw0001241019"",""thumbnail"":true}",https://www.allmusic.com/album/live-at-the-fillmore-east-december-28-29-2007-mw0001241019,"Live at the Fillmore East December 28 & 29, 2007",Pop/Rock
114,29th Street,tt0101252,1991,"{""id"":""mw0000818688"",""thumbnail"":true}",https://www.allmusic.com/album/29th-street-disciples-mw0000818688,29th Street Disciples,Pop/Rock
115,29th Street,tt0101252,1991,"{""id"":""mw0002930783"",""thumbnail"":true}",https://www.allmusic.com/album/sing-street-original-motion-picture-soundtrack-mw0002930783,Sing Street [Original Motion Picture Soundtrack],Stage & Screen
116,29th Street,tt0101252,1991,"{""id"":""mw0000042616"",""thumbnail"":true}",https://www.allmusic.com/album/beauty-and-the-beast-1991-original-motion-picture-soundtrack-mw0000042616,Beauty and the Beast [1991] [Original Motion Picture Soundtrack],"Stage & Screen, Classical, Children's"
117,3 Days to Kill,tt2172934,2014,"{""id"":""mw0000780855"",""thumbnail"":true}",https://www.allmusic.com/album/310-to-yuma-original-motion-picture-soundtrack-mw0000780855,3:10 to Yuma [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
118,3 Days to Kill,tt2172934,2014,"{""id"":""mw0003026850"",""thumbnail"":true}",https://www.allmusic.com/album/to-kill-a-mockingbird-original-motion-picture-soundtrack-mw0003026850,To Kill a Mockingbird [Original Motion Picture Soundtrack],"Classical, Stage & Screen"
119,3 Days to Kill,tt2172934,2014,"{""id"":""mw0000021198"",""thumbnail"":true}",https://www.allmusic.com/album/a-view-to-a-kill-original-motion-picture-soundtrack-mw0000021198,A View to a Kill [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
120,3 Men and a Little Lady,tt0098966,1990,"{""id"":""mw0000791916"",""thumbnail"":true}",https://www.allmusic.com/album/3-rounds-and-a-sound-mw0000791916,3 Rounds and a Sound,Pop/Rock
121,3 Men and a Little Lady,tt0098966,1990,"{""id"":""mw0002913119"",""thumbnail"":true}",https://www.allmusic.com/album/three-men-and-a-baby-mw0002913119,Three Men and a Baby,Pop/Rock
122,3 Men and a Little Lady,tt0098966,1990,"{""id"":""mw0000087515"",""thumbnail"":true}",https://www.allmusic.com/album/a-lot-about-livin-and-a-little-bout-love-mw0000087515,A Lot About Livin' (And a Little 'Bout Love),Country
123,3 Ninjas,tt0103596,1992,"{""id"":""mw0000650405"",""thumbnail"":true}",https://www.allmusic.com/album/led-zeppelin-iii-mw0000650405,Led Zeppelin III,"Pop/Rock, Blues"
124,3 Ninjas,tt0103596,1992,"{""id"":""mw0000190091"",""thumbnail"":true}",https://www.allmusic.com/album/peter-gabriel-3-mw0000190091,Peter Gabriel [3],Pop/Rock
125,3 Ninjas,tt0103596,1992,"{""id"":""mw0000199727"",""thumbnail"":true}",https://www.allmusic.com/album/3-feet-high-and-rising-mw0000199727,3 Feet High and Rising,Rap
126,3 Ninjas Kick Back,tt0109015,1994,"{""id"":""mw0000624263"",""thumbnail"":true}",https://www.allmusic.com/album/3-ninjas-kick-back-mw0000624263,3 Ninjas: Kick Back,Stage & Screen
127,3 Strikes,tt0199290,2000,"{""id"":""mw0000650405"",""thumbnail"":true}",https://www.allmusic.com/album/led-zeppelin-iii-mw0000650405,Led Zeppelin III,"Pop/Rock, Blues"
128,3 Strikes,tt0199290,2000,"{""id"":""mw0000190091"",""thumbnail"":true}",https://www.allmusic.com/album/peter-gabriel-3-mw0000190091,Peter Gabriel [3],Pop/Rock
129,3 Strikes,tt0199290,2000,"{""id"":""mw0000199727"",""thumbnail"":true}",https://www.allmusic.com/album/3-feet-high-and-rising-mw0000199727,3 Feet High and Rising,Rap
130,3:10 to Yuma,tt0381849,2007,"{""id"":""mw0000614926"",""thumbnail"":true}",https://www.allmusic.com/album/iii-sides-to-every-story-mw0000614926,III Sides to Every Story,Pop/Rock
131,3:10 to Yuma,tt0381849,2007,"{""id"":""mw0000694610"",""thumbnail"":true}",https://www.allmusic.com/album/soundtrack-to-the-apocalypse-mw0000694610,Soundtrack to the Apocalypse,Pop/Rock
132,3:10 to Yuma,tt0381849,2007,"{""id"":""mw0000335717"",""thumbnail"":true}",https://www.allmusic.com/album/soundtrack-to-your-escape-mw0000335717,Soundtrack to Your Escape,Pop/Rock
133,30 Days of Night,tt0389722,2007,"{""id"":""mw0002928998"",""thumbnail"":true}",https://www.allmusic.com/album/30-days-of-dead-2015-mw0002928998,30 Days of Dead 2015,Pop/Rock
134,30 Days of Night,tt0389722,2007,"{""id"":""mw0000497231"",""thumbnail"":true}",https://www.allmusic.com/album/30-days-of-night-original-soundtrack-mw0000497231,30 Days of Night [Original Soundtrack],Stage & Screen
135,30 Days of Night,tt0389722,2007,"{""id"":""mw0000585866"",""thumbnail"":true}",https://www.allmusic.com/album/30-days-of-night-mw0000585866,30 Days of Night,Stage & Screen
136,30 Minutes or Less,tt1622547,2011,"{""id"":""mw0002723188"",""thumbnail"":true}",https://www.allmusic.com/album/30-minutes-or-less-mw0002723188,30 Minutes or Less,Pop/Rock
